,basin_0,basin_1,basin_2,basin_3,basin_4,basin_5,basin_6,basin_7,basin_8,basin_9,basin_10,basin_11,basin_12,basin_13,basin_14,basin_15,basin_16,basin_17,basin_18,basin_19,basin_20,basin_21,basin_22,basin_23,basin_24,basin_25,basin_26,basin_27,basin_28,basin_29,basin_30,basin_31,basin_32,basin_33,basin_34,basin_35,basin_36,basin_37,basin_38,basin_39,basin_40,basin_41,basin_42,basin_43,basin_44,basin_45,basin_46,basin_47,basin_48,basin_49,basin_50,basin_51,basin_52,basin_53,basin_54,basin_55,basin_56,basin_57,basin_58,basin_59,basin_60,basin_61,basin_62,basin_63,basin_64,basin_65,basin_66,basin_67,basin_68
1984/1/25,0.1422,0.091382114,0.139482759,0.142333333,0.102333333,0.057027027,0.132333333,0.073240741,0.070547945,0.098425926,0.16,0.172681159,0.061623932,0.07430303,0.098085106,0.148965517,0.086179775,0.069134615,0.06625,0.09027027,0.076722689,0.171960784,0.089338235,0.15746988,0.257410359,0.080338983,0.149811321,0.171190476,0.084193548,0.059732143,0.225666667,0.073627451,0.068907104,0.083728814,0.06867052,0.201111111,0.218728324,0.118145695,0.177272727,0.077,0.118333333,0.219195402,0.08,0.182692308,0.059097222,0.148695652,0.064285714,0.1816,0.207468354,0.162236842,0.209042553,0.106206897,0.140801887,0.155471698,0.041971831,0.176170213,0.152,0.206818182,0.205031447,0.130930233,0.204035088,0.163917526,0.119852941,0.07253012,0.185217391,0.186510417,0.175346535,0.196590909,0.235
1984/2/2,0.141,0.092926829,0.140948276,0.146,0.102166667,0.056486486,0.135666667,0.073425926,0.070273973,0.100648148,0.162342857,0.172826087,0.063504274,0.075878788,0.098510638,0.149482759,0.085617978,0.072211538,0.068522727,0.09027027,0.079579832,0.174117647,0.091544118,0.159156627,0.254621514,0.081525424,0.149937107,0.171547619,0.085354839,0.061160714,0.2215,0.076568627,0.070765027,0.083389831,0.068554913,0.198333333,0.218843931,0.120662252,0.176363636,0.075166667,0.1215,0.217586207,0.077826087,0.179615385,0.055416667,0.150869565,0.0625,0.1848,0.206329114,0.160526316,0.207340426,0.107241379,0.143113208,0.155660377,0.044084507,0.173085106,0.149818182,0.203484848,0.204968553,0.13127907,0.201754386,0.161134021,0.118676471,0.071325301,0.184347826,0.186770833,0.172970297,0.193106061,0.227432432
1984/2/10,0.1426,0.094390244,0.143448276,0.149333333,0.103833333,0.057837838,0.14,0.074537037,0.072054795,0.102962963,0.164457143,0.17384058,0.064358974,0.077515152,0.099787234,0.150862069,0.084269663,0.073653846,0.067613636,0.092702703,0.079327731,0.177254902,0.091176471,0.162771084,0.250239044,0.083898305,0.149937107,0.17297619,0.087419355,0.061071429,0.218,0.079313725,0.071530055,0.085423729,0.068728324,0.196111111,0.218208092,0.124172185,0.175454545,0.078333333,0.1245,0.214827586,0.08173913,0.175192308,0.055277778,0.154347826,0.062142857,0.186,0.205443038,0.161973684,0.206276596,0.1075,0.144716981,0.154716981,0.043802817,0.171808511,0.148272727,0.201363636,0.205220126,0.133837209,0.201052632,0.158762887,0.117058824,0.072168675,0.185217391,0.188958333,0.171782178,0.191893939,0.222432432
1984/2/18,0.1444,0.09804878,0.147586207,0.153666667,0.105833333,0.061891892,0.145777778,0.076851852,0.075479452,0.107407407,0.167314286,0.175217391,0.067692308,0.079818182,0.101702128,0.154827586,0.084157303,0.07625,0.068863636,0.094054054,0.079831933,0.181960784,0.092720588,0.166626506,0.246175299,0.088305085,0.151823899,0.175833333,0.089677419,0.063035714,0.216,0.084215686,0.07295082,0.089661017,0.07,0.193333333,0.219942197,0.128874172,0.175909091,0.084833333,0.130166667,0.212298851,0.086956522,0.171730769,0.056180556,0.159565217,0.066428571,0.19,0.205822785,0.163947368,0.205957447,0.111637931,0.14759434,0.156415094,0.047464789,0.171489362,0.147272727,0.19969697,0.206540881,0.135581395,0.199649123,0.157628866,0.118382353,0.075542169,0.186884058,0.194635417,0.172673267,0.193636364,0.22
1984/2/26,0.1456,0.101544715,0.151206897,0.16,0.108166667,0.069459459,0.152,0.078703704,0.079863014,0.111296296,0.170228571,0.178768116,0.074017094,0.083212121,0.103404255,0.160862069,0.086179775,0.095384615,0.084659091,0.096216216,0.082352941,0.188431373,0.095147059,0.17253012,0.242231076,0.093559322,0.154591195,0.185833333,0.093612903,0.065267857,0.220166667,0.106470588,0.082349727,0.102033898,0.094393064,0.192222222,0.221098266,0.165231788,0.1775,0.125833333,0.155166667,0.21045977,0.152173913,0.167884615,0.092222222,0.163913043,0.099107143,0.192,0.205316456,0.166447368,0.205638298,0.127068966,0.161933962,0.155660377,0.054929577,0.170744681,0.147181818,0.199242424,0.208553459,0.138953488,0.201754386,0.15742268,0.120882353,0.078795181,0.190652174,0.200989583,0.175643564,0.197651515,0.222027027
1984/3/5,0.1504,0.10601626,0.15862069,0.169333333,0.111166667,0.076486486,0.161666667,0.082685185,0.085753425,0.117685185,0.176571429,0.186014493,0.078803419,0.088181818,0.10787234,0.172413793,0.088539326,0.095865385,0.084659091,0.101621622,0.080672269,0.19745098,0.098014706,0.18253012,0.242549801,0.098305085,0.163584906,0.191071429,0.098129032,0.068392857,0.217833333,0.107647059,0.08704918,0.107118644,0.093121387,0.198333333,0.225202312,0.167549669,0.181136364,0.129666667,0.157166667,0.212873563,0.147391304,0.166730769,0.092569444,0.169130435,0.104821429,0.1968,0.208101266,0.173684211,0.210744681,0.130431034,0.165990566,0.16,0.05943662,0.175319149,0.149363636,0.202575758,0.213459119,0.14372093,0.208421053,0.163092784,0.126470588,0.084819277,0.198913043,0.213645833,0.188514851,0.207727273,0.229054054
1984/3/13,0.155,0.111463415,0.165775862,0.176,0.115166667,0.085405405,0.170666667,0.086574074,0.093150685,0.124351852,0.181885714,0.194492754,0.084871795,0.093454545,0.110531915,0.180689655,0.091797753,0.098461538,0.089090909,0.105135135,0.083613445,0.208235294,0.102279412,0.188313253,0.246454183,0.104067797,0.173333333,0.195952381,0.102903226,0.075267857,0.219333333,0.11254902,0.093770492,0.113389831,0.096705202,0.203888889,0.229421965,0.167880795,0.186363636,0.135,0.164333333,0.221034483,0.146956522,0.167307692,0.100486111,0.176086957,0.113392857,0.2032,0.211772152,0.181710526,0.222340426,0.137327586,0.172216981,0.163773585,0.066619718,0.180319149,0.152,0.208787879,0.225408805,0.149767442,0.218245614,0.168041237,0.134558824,0.093855422,0.214492754,0.231145833,0.202871287,0.223560606,0.243513514
1984/3/21,0.1624,0.117560976,0.174310345,0.186666667,0.1195,0.091621622,0.182777778,0.091666667,0.097260274,0.134259259,0.1912,0.206014493,0.090854701,0.099575758,0.116808511,0.191724138,0.098089888,0.103365385,0.097727273,0.112162162,0.095042017,0.224509804,0.106985294,0.199518072,0.256374502,0.107288136,0.184150943,0.205357143,0.108451613,0.091339286,0.224666667,0.114705882,0.103442623,0.121864407,0.107976879,0.210555556,0.236589595,0.168344371,0.191363636,0.141833333,0.173166667,0.235862069,0.14673913,0.169230769,0.110972222,0.184347826,0.12,0.212,0.216582278,0.193815789,0.241595745,0.146034483,0.179245283,0.168679245,0.076901408,0.187659574,0.155727273,0.217121212,0.243647799,0.157093023,0.236140351,0.175154639,0.147205882,0.106024096,0.235,0.25484375,0.22019802,0.244015152,0.265810811
1984/3/29,0.1718,0.125691057,0.188965517,0.201,0.126166667,0.100540541,0.201,0.098518519,0.103424658,0.14787037,0.203828571,0.224710145,0.099145299,0.106424242,0.123085106,0.209482759,0.10752809,0.1125,0.110454545,0.12,0.108655462,0.248627451,0.114705882,0.213493976,0.274541833,0.113559322,0.199685535,0.218452381,0.116193548,0.105892857,0.233333333,0.121470588,0.116994536,0.133220339,0.12150289,0.225555556,0.249710983,0.174569536,0.198863636,0.1515,0.188333333,0.261954023,0.153695652,0.173461538,0.125625,0.200434783,0.130714286,0.2268,0.227468354,0.210789474,0.274042553,0.159913793,0.190990566,0.178867925,0.091408451,0.197234043,0.163363636,0.233636364,0.274842767,0.168953488,0.261403509,0.185876289,0.164264706,0.120963855,0.268043478,0.291041667,0.247920792,0.274015152,0.296351351
1984/4/6,0.181,0.129674797,0.200344828,0.214666667,0.127333333,0.100810811,0.218111111,0.101111111,0.105479452,0.15712963,0.216342857,0.243405797,0.101538462,0.108666667,0.124255319,0.227931034,0.113932584,0.119903846,0.120909091,0.121891892,0.121932773,0.273137255,0.119264706,0.227228916,0.294143426,0.114915254,0.212767296,0.230119048,0.120387097,0.12,0.2395,0.125882353,0.127704918,0.140847458,0.13566474,0.236111111,0.260578035,0.179470199,0.203863636,0.1565,0.203666667,0.29,0.157826087,0.176153846,0.145277778,0.215652174,0.140892857,0.2376,0.236202532,0.229736842,0.310106383,0.171724138,0.202169811,0.185471698,0.104225352,0.20606383,0.167181818,0.25030303,0.311886792,0.17755814,0.290350877,0.195463918,0.183382353,0.134698795,0.305362319,0.3315625,0.279405941,0.306666667,0.328378378
1984/4/14,0.1936,0.137154472,0.2175,0.233666667,0.1345,0.106756757,0.243111111,0.107685185,0.109452055,0.170277778,0.237942857,0.273115942,0.107692308,0.113878788,0.130744681,0.256724138,0.123707865,0.135,0.142159091,0.128648649,0.146890756,0.307058824,0.128014706,0.248313253,0.328167331,0.118644068,0.231823899,0.251547619,0.127677419,0.147857143,0.2495,0.136372549,0.145956284,0.154915254,0.16300578,0.255,0.280751445,0.191324503,0.213181818,0.172666667,0.228333333,0.335862069,0.173043478,0.183846154,0.179236111,0.240869565,0.166428571,0.2564,0.254810127,0.257368421,0.367659574,0.194396552,0.220943396,0.198113208,0.130422535,0.219787234,0.175363636,0.27969697,0.367358491,0.193372093,0.336491228,0.213608247,0.211323529,0.157710843,0.364492754,0.390520833,0.327227723,0.354318182,0.381351351
1984/4/22,0.207,0.142845528,0.236724138,0.258,0.141,0.114324324,0.273888889,0.116851852,0.11630137,0.186666667,0.267314286,0.309637681,0.116752137,0.121878788,0.136382979,0.292931034,0.134382022,0.155961538,0.168181818,0.136756757,0.178991597,0.343921569,0.137794118,0.275421687,0.372270916,0.12440678,0.254402516,0.278809524,0.139354839,0.188482143,0.265166667,0.156372549,0.172076503,0.178983051,0.206589595,0.278333333,0.307572254,0.209271523,0.225227273,0.199666667,0.2635,0.393333333,0.199565217,0.194038462,0.234513889,0.272173913,0.194464286,0.2764,0.283291139,0.298026316,0.443297872,0.230431034,0.246603774,0.21490566,0.158732394,0.238617021,0.188363636,0.318181818,0.45,0.213488372,0.408245614,0.234742268,0.246470588,0.185180723,0.446666667,0.475677083,0.400693069,0.423939394,0.452567568
1984/4/30,0.224,0.148373984,0.257413793,0.287,0.151666667,0.12,0.308888889,0.128333333,0.122465753,0.205462963,0.308285714,0.354637681,0.127521368,0.13230303,0.144893617,0.342068966,0.147752809,0.180769231,0.200681818,0.145675676,0.216890756,0.387843137,0.151470588,0.311204819,0.43063745,0.132542373,0.279496855,0.315952381,0.153096774,0.236160714,0.279,0.182647059,0.202677596,0.205254237,0.258150289,0.307777778,0.342080925,0.231655629,0.245681818,0.234666667,0.306166667,0.467011494,0.239130435,0.209423077,0.305625,0.313913043,0.23625,0.3008,0.319113924,0.340131579,0.538297872,0.274568966,0.277216981,0.23490566,0.197464789,0.261702128,0.204909091,0.371060606,0.556163522,0.23755814,0.501578947,0.260824742,0.290294118,0.222048193,0.550942029,0.583489583,0.497623762,0.509393939,0.544594595
1984/5/8,0.2436,0.154227642,0.281896552,0.321666667,0.1635,0.128918919,0.350666667,0.143240741,0.132191781,0.23,0.367371429,0.411376812,0.141111111,0.144121212,0.155531915,0.403448276,0.166516854,0.209326923,0.239204545,0.158108108,0.258151261,0.438235294,0.171838235,0.361686747,0.506932271,0.141864407,0.309371069,0.366309524,0.171290323,0.293125,0.298166667,0.216470588,0.242240437,0.238644068,0.319132948,0.350555556,0.387109827,0.258543046,0.275,0.283166667,0.361666667,0.563333333,0.294782609,0.226346154,0.390902778,0.368695652,0.294464286,0.3364,0.366582278,0.389868421,0.653829787,0.330431034,0.315424528,0.263962264,0.242394366,0.294148936,0.227454545,0.442121212,0.688867925,0.265813953,0.623859649,0.294742268,0.340588235,0.264578313,0.67942029,0.71890625,0.623366337,0.614469697,0.659594595
1984/5/16,0.2708,0.158943089,0.312155172,0.368666667,0.177333333,0.135945946,0.403888889,0.157407407,0.143424658,0.259814815,0.449828571,0.484927536,0.161282051,0.157030303,0.167765957,0.478793103,0.19741573,0.239807692,0.278295455,0.172702703,0.306638655,0.500784314,0.202352941,0.43,0.604342629,0.158135593,0.349874214,0.433571429,0.194903226,0.36125,0.324166667,0.26245098,0.297923497,0.278305085,0.393121387,0.411111111,0.442601156,0.290993377,0.31,0.342833333,0.426666667,0.67862069,0.361086957,0.245576923,0.492847222,0.442608696,0.374821429,0.3796,0.421518987,0.443947368,0.785425532,0.398793103,0.364292453,0.302641509,0.30084507,0.337553191,0.256454545,0.526515152,0.853584906,0.304534884,0.77245614,0.338453608,0.400735294,0.310481928,0.834202899,0.888697917,0.776732673,0.7475,0.810810811
1984/5/24,0.308,0.166504065,0.349482759,0.427333333,0.193333333,0.142702703,0.468666667,0.17212963,0.155890411,0.296296296,0.577028571,0.581449275,0.183418803,0.174363636,0.183723404,0.569827586,0.238089888,0.27125,0.321136364,0.188918919,0.362016807,0.579411765,0.244558824,0.531204819,0.763227092,0.173559322,0.401446541,0.540238095,0.220580645,0.429642857,0.371333333,0.315196078,0.368688525,0.32,0.472543353,0.521666667,0.528150289,0.331721854,0.360909091,0.417666667,0.510333333,0.852988506,0.443695652,0.276730769,0.599166667,0.533913043,0.470535714,0.4384,0.498101266,0.500921053,0.962978723,0.479224138,0.424339623,0.371509434,0.368309859,0.397340426,0.306181818,0.65030303,1.068867925,0.358604651,0.979649123,0.401030928,0.465441176,0.357951807,1.032391304,1.097604167,0.971386139,0.911818182,1.014594595
1984/6/1,0.3614,0.17804878,0.402758621,0.515,0.2185,0.15027027,0.556444444,0.190555556,0.173013699,0.345277778,0.773371429,0.721666667,0.214444444,0.195030303,0.205106383,0.686034483,0.298764045,0.3125,0.356136364,0.215945946,0.426386555,0.685686275,0.304044118,0.689638554,1.029561753,0.198983051,0.472767296,0.705357143,0.253419355,0.5,0.458333333,0.384803922,0.43431694,0.369152542,0.556416185,0.708333333,0.663179191,0.388609272,0.430454545,0.5005,0.6165,1.122528736,0.522826087,0.317307692,0.693472222,0.65,0.583928571,0.5208,0.609873418,0.563815789,1.210212766,0.568017241,0.504575472,0.471320755,0.443380282,0.478617021,0.364545455,0.820454545,1.335031447,0.438372093,1.250175439,0.494123711,0.531176471,0.401566265,1.278768116,1.340520833,1.223861386,1.114924242,1.255810811
1984/6/9,0.4402,0.195691057,0.4825,0.637,0.252833333,0.158648649,0.677666667,0.209074074,0.194383562,0.399351852,1.044571429,0.920942029,0.241452991,0.217575758,0.231914894,0.845344828,0.361123596,0.353365385,0.390681818,0.253513514,0.490252101,0.843529412,0.370073529,0.916506024,1.397330677,0.235254237,0.571823899,0.953333333,0.295096774,0.570446429,0.573666667,0.460098039,0.503770492,0.426101695,0.640462428,0.987777778,0.855491329,0.468211921,0.524772727,0.586166667,0.767666667,1.497586207,0.597173913,0.367307692,0.771597222,0.812173913,0.7025,0.6396,0.775696203,0.643026316,1.553191489,0.676034483,0.61504717,0.599433962,0.516478873,0.575744681,0.444,1.056515152,1.667044025,0.551395349,1.600701754,0.628041237,0.599264706,0.443012048,1.600072464,1.636302083,1.538613861,1.373863636,1.542162162
1984/6/17,0.5454,0.21902439,0.597844828,0.801,0.298666667,0.168378378,0.842777778,0.236481481,0.22369863,0.462777778,1.375714286,1.182318841,0.278034188,0.249212121,0.267446809,1.059310345,0.436629213,0.41125,0.435454545,0.304594595,0.572521008,1.050980392,0.455073529,1.216385542,1.837211155,0.285762712,0.701132075,1.278928571,0.352967742,0.653928571,0.728833333,0.550196078,0.58557377,0.500169492,0.736763006,1.35,1.101791908,0.578211921,0.648409091,0.684666667,0.9675,1.945977011,0.677391304,0.436730769,0.846388889,1.04173913,0.852142857,0.7932,0.983670886,0.75,1.972553191,0.804913793,0.766273585,0.759056604,0.606197183,0.700638298,0.545363636,1.35530303,2.050503145,0.692906977,2.009473684,0.803814433,0.671323529,0.490843373,1.985724638,1.982760417,1.89960396,1.694090909,1.869189189
1984/6/25,0.6788,0.248455285,0.744827586,1,0.356333333,0.181621622,1.046777778,0.276203704,0.263013699,0.532962963,1.7316,1.48615942,0.321794872,0.287939394,0.310212766,1.323103448,0.517977528,0.482403846,0.490795455,0.367567568,0.667563025,1.312745098,0.556764706,1.564578313,2.280119522,0.351186441,0.861320755,1.654166667,0.428645161,0.745267857,0.913,0.648137255,0.680218579,0.597627119,0.844855491,1.728333333,1.37300578,0.715960265,0.812954545,0.79,1.215666667,2.403908046,0.776304348,0.528269231,0.915625,1.324782609,0.997857143,0.9768,1.223797468,0.904473684,2.416276596,0.958706897,0.962688679,0.942830189,0.692676056,0.860425532,0.663363636,1.684545455,2.457672956,0.859418605,2.432807018,1.008350515,0.748529412,0.546746988,2.406231884,2.353333333,2.282970297,2.050984848,2.199864865
1984/7/3,0.836,0.287804878,0.917155172,1.212666667,0.427,0.197297297,1.277666667,0.329166667,0.31109589,0.609166667,2.0612,1.79673913,0.370683761,0.33430303,0.364361702,1.61637931,0.605168539,0.564038462,0.556136364,0.441351351,0.778907563,1.615686275,0.670294118,1.922048193,2.640876494,0.428813559,1.053522013,2.01452381,0.518645161,0.838660714,1.104166667,0.754705882,0.780710383,0.711186441,0.952080925,2.040555556,1.631387283,0.878476821,1.011136364,0.8905,1.479833333,2.779310345,0.880217391,0.640769231,0.973055556,1.65173913,1.136607143,1.2,1.450506329,1.100131579,2.799680851,1.126724138,1.196084906,1.13509434,0.774225352,1.049255319,0.790909091,1.993787879,2.818993711,1.04872093,2.800526316,1.222783505,0.831764706,0.610240964,2.78615942,2.69359375,2.634257426,2.402954545,2.493648649
1984/7/11,1.0014,0.331463415,1.100172414,1.428,0.499166667,0.214864865,1.510666667,0.38462963,0.365068493,0.688425926,2.3216,2.075,0.420512821,0.38,0.421276596,1.891034483,0.679662921,0.651153846,0.625681818,0.515135135,0.891848739,1.913921569,0.773823529,2.238674699,2.876055777,0.515932203,1.261320755,2.323690476,0.612774194,0.919821429,1.2815,0.850686275,0.875956284,0.842372881,1.040289017,2.252222222,1.85416185,1.046556291,1.224090909,0.981666667,1.730666667,3.041724138,0.983913043,0.772115385,1.005972222,1.990434783,1.229821429,1.4496,1.652025316,1.313552632,3.077340426,1.293448276,1.436462264,1.311509434,0.838732394,1.253723404,0.921272727,2.256363636,3.087295597,1.246860465,3.080526316,1.423917526,0.909705882,0.672048193,3.090507246,2.9765625,2.917227723,2.720530303,2.72972973
1984/7/19,1.1626,0.377154472,1.278189655,1.622666667,0.565166667,0.232702703,1.717888889,0.435462963,0.415616438,0.759814815,2.517885714,2.300724638,0.463760684,0.419151515,0.473829787,2.106206897,0.735617978,0.728173077,0.685681818,0.573783784,0.98907563,2.171764706,0.853676471,2.483493976,3.020876494,0.593050847,1.455597484,2.559642857,0.695032258,0.982857143,1.440166667,0.922941176,0.953606557,0.964576271,1.097803468,2.393888889,2.03433526,1.201456954,1.43,1.044666667,1.9365,3.21,1.068043478,0.914038462,1.014444444,2.289565217,1.2725,1.6988,1.825189873,1.511315789,3.246489362,1.437672414,1.652358491,1.468490566,0.876056338,1.451276596,1.054363636,2.462121212,3.251006289,1.433139535,3.267719298,1.60371134,0.975294118,0.722289157,3.292971014,3.166458333,3.090693069,2.951136364,2.891621622
1984/7/27,1.2952,0.417479675,1.414741379,1.761,0.621166667,0.251891892,1.868333333,0.474259259,0.455068493,0.813240741,2.615542857,2.437971014,0.491452991,0.448,0.516914894,2.231034483,0.776741573,0.783461538,0.727954545,0.611621622,1.048235294,2.347058824,0.899191176,2.621084337,3.068525896,0.656271186,1.60490566,2.695833333,0.753354839,1.018839286,1.561,0.963921569,1.001147541,1.063050847,1.114219653,2.468333333,2.166416185,1.31589404,1.590454545,1.074833333,2.061833333,3.28908046,1.120434783,1.045769231,1,2.488695652,1.274285714,1.9156,1.966962025,1.668421053,3.320957447,1.535517241,1.808396226,1.591509434,0.888591549,1.612234043,1.172,2.591060606,3.309874214,1.567906977,3.341754386,1.737216495,1.018382353,0.756144578,3.382681159,3.256614583,3.147227723,3.070909091,2.961081081
1984/8/4,1.3762,0.445609756,1.495948276,1.832,0.6545,0.264054054,1.946333333,0.494907407,0.472328767,0.838888889,2.616571429,2.484492754,0.501452991,0.460969697,0.540957447,2.256896552,0.792921348,0.808461538,0.745227273,0.620540541,1.064705882,2.432156863,0.910588235,2.648192771,3.040557769,0.691186441,1.687421384,2.728095238,0.778645161,1.020892857,1.639333333,0.974509804,1.011530055,1.113559322,1.090520231,2.478333333,2.24265896,1.377682119,1.6825,1.076666667,2.098666667,3.292643678,1.13826087,1.155961538,0.970555556,2.556086957,1.255357143,2.066,2.075822785,1.759473684,3.310638298,1.574482759,1.885141509,1.66754717,0.881830986,1.714574468,1.257636364,2.638636364,3.280691824,1.634651163,3.315438596,1.811958763,1.035441176,0.766987952,3.363985507,3.255260417,3.097128713,3.082651515,2.932837838
1984/8/12,1.3704,0.449674797,1.488362069,1.787333333,0.657666667,0.266756757,1.903666667,0.488611111,0.45890411,0.824351852,2.470285714,2.385652174,0.483247863,0.449757576,0.537553191,2.149310345,0.774269663,0.787884615,0.725113636,0.597027027,1.021260504,2.376666667,0.869926471,2.51746988,2.901752988,0.686101695,1.661949686,2.614761905,0.758774194,0.974821429,1.644333333,0.93872549,0.972459016,1.092881356,1.017398844,2.399444444,2.225606936,1.35781457,1.672727273,1.029,2.010833333,3.189195402,1.099565217,1.227884615,0.911597222,2.455652174,1.176428571,2.0936,2.097341772,1.758026316,3.171276596,1.518965517,1.839481132,1.672264151,0.837042254,1.728404255,1.285,2.564090909,3.141006289,1.591627907,3.167017544,1.792164948,1.004852941,0.746144578,3.21057971,3.127760417,2.929207921,2.950530303,2.795945946
1984/8/20,1.282,0.434065041,1.398448276,1.646333333,0.6265,0.258648649,1.764555556,0.461851852,0.422054795,0.772685185,2.225428571,2.181304348,0.443846154,0.423454545,0.512446809,1.955517241,0.724606742,0.729519231,0.674431818,0.551081081,0.936638655,2.217843137,0.796838235,2.284578313,2.667928287,0.643220339,1.545471698,2.39702381,0.698258065,0.893125,1.581166667,0.864117647,0.897595628,0.999830508,0.918554913,2.250555556,2.115144509,1.267483444,1.573181818,0.9455,1.834333333,2.976666667,1.015,1.242115385,0.841388889,2.233478261,1.074285714,1.9876,2.031518987,1.678289474,2.923829787,1.389310345,1.69754717,1.609811321,0.76971831,1.653404255,1.247272727,2.398030303,2.91509434,1.461744186,2.921052632,1.696804124,0.940441176,0.700361446,2.957246377,2.905572917,2.687029703,2.728257576,2.589054054
1984/8/28,1.1312,0.396097561,1.245603448,1.44,0.5705,0.241891892,1.556666667,0.419814815,0.367808219,0.693425926,1.915257143,1.90557971,0.391196581,0.38369697,0.470212766,1.712068966,0.649325843,0.645384615,0.602954545,0.492972973,0.827478992,1.978823529,0.706838235,1.982771084,2.356573705,0.574237288,1.370566038,2.103214286,0.61316129,0.792232143,1.456,0.765980392,0.79852459,0.860677966,0.812138728,2.041666667,1.921907514,1.131390728,1.409772727,0.839,1.5945,2.665517241,0.898695652,1.197307692,0.765625,1.957391304,0.949107143,1.7792,1.872025316,1.534342105,2.597234043,1.216982759,1.492028302,1.489811321,0.688169014,1.50893617,1.151545455,2.158030303,2.617044025,1.272325581,2.6,1.539587629,0.851764706,0.637108434,2.630434783,2.602395833,2.386138614,2.436969697,2.332567568
1984/9/5,0.9514,0.350813008,1.05887931,1.206,0.499333333,0.221081081,1.310888889,0.36962963,0.310547945,0.600925926,1.5824,1.59442029,0.333760684,0.338666667,0.41606383,1.436724138,0.565617978,0.549519231,0.523522727,0.427297297,0.708235294,1.69372549,0.612352941,1.657831325,1.991633466,0.494067797,1.172830189,1.783333333,0.518387097,0.684464286,1.294833333,0.659215686,0.687322404,0.709661017,0.70416185,1.775555556,1.669248555,0.977284768,1.217954545,0.720833333,1.335666667,2.276206897,0.767173913,1.112307692,0.688888889,1.655652174,0.826964286,1.5188,1.652151899,1.347631579,2.206808511,1.032241379,1.261603774,1.339622642,0.607323944,1.329574468,1.023363636,1.872878788,2.255283019,1.060813953,2.220526316,1.353608247,0.750882353,0.56626506,2.25173913,2.243385417,2.047524752,2.102878788,2.040810811
1984/9/13,0.7598,0.30203252,0.858706897,0.964,0.4155,0.194594595,1.046555556,0.314351852,0.257808219,0.501759259,1.241657143,1.259130435,0.276324786,0.287030303,0.351382979,1.149827586,0.472808989,0.451730769,0.437954545,0.354594595,0.580756303,1.373529412,0.513014706,1.306626506,1.597848606,0.406779661,0.961006289,1.421785714,0.419612903,0.571696429,1.0945,0.544901961,0.566065574,0.567288136,0.590057803,1.455,1.362601156,0.806754967,1.001136364,0.597,1.062333333,1.831264368,0.630652174,0.971923077,0.599930556,1.335217391,0.674107143,1.2224,1.361139241,1.128026316,1.767659574,0.839913793,1.014622642,1.143396226,0.513661972,1.114255319,0.861272727,1.536666667,1.832893082,0.843023256,1.781578947,1.124845361,0.632647059,0.484096386,1.815724638,1.819322917,1.66019802,1.713787879,1.706621622
1984/9/21,0.5864,0.255528455,0.674051724,0.745333333,0.335,0.172702703,0.805222222,0.259537037,0.212191781,0.407962963,0.946285714,0.961956522,0.227350427,0.239515152,0.290531915,0.901896552,0.388988764,0.36625,0.356704545,0.284054054,0.462857143,1.076078431,0.422279412,1.001445783,1.233864542,0.324745763,0.76672956,1.093214286,0.329290323,0.472410714,0.891666667,0.444803922,0.456830601,0.446779661,0.486011561,1.149444444,1.073699422,0.647019868,0.794772727,0.485333333,0.822333333,1.41183908,0.511304348,0.813653846,0.509305556,1.045217391,0.529107143,0.9508,1.071265823,0.918684211,1.369574468,0.671465517,0.795283019,0.94754717,0.431549296,0.905957447,0.699818182,1.213030303,1.426540881,0.65372093,1.367017544,0.902371134,0.515588235,0.403253012,1.411956522,1.413489583,1.292871287,1.340530303,1.385
1984/9/29,0.4454,0.215609756,0.516465517,0.557333333,0.265833333,0.152702703,0.607,0.212222222,0.174794521,0.327222222,0.704628571,0.720942029,0.191111111,0.199818182,0.238297872,0.696896552,0.325505618,0.296346154,0.287840909,0.226216216,0.362857143,0.817254902,0.348529412,0.747710843,0.928605578,0.255762712,0.603018868,0.821190476,0.256387097,0.391875,0.711833333,0.367745098,0.363606557,0.35440678,0.399942197,0.883888889,0.83150289,0.515430464,0.617272727,0.401166667,0.628666667,1.050114943,0.424565217,0.665769231,0.428333333,0.799565217,0.411607143,0.7172,0.826582278,0.735789474,1.036595745,0.534310345,0.616179245,0.77245283,0.373098592,0.727978723,0.562545455,0.932878788,1.084528302,0.496511628,1.015964912,0.712164948,0.4125,0.333975904,1.071811594,1.075729167,0.974455446,1.023409091,1.101351351
1984/10/7,0.331,0.177479675,0.383793103,0.403,0.205166667,0.129189189,0.441333333,0.170277778,0.143287671,0.2525,0.5148,0.52673913,0.158119658,0.162787879,0.190212766,0.525,0.272134831,0.237788462,0.225795455,0.175135135,0.280672269,0.60745098,0.278235294,0.547710843,0.687968127,0.19779661,0.467672956,0.61047619,0.196580645,0.322946429,0.558333333,0.302843137,0.284043716,0.282881356,0.326184971,0.665555556,0.636763006,0.40794702,0.466363636,0.334833333,0.4735,0.767931034,0.35326087,0.531538462,0.354861111,0.602608696,0.323035714,0.5272,0.636962025,0.581842105,0.76606383,0.422758621,0.471698113,0.617169811,0.325915493,0.578191489,0.450272727,0.705606061,0.807358491,0.374302326,0.742105263,0.561134021,0.321323529,0.272048193,0.800869565,0.802239583,0.719108911,0.769393939,0.861081081
